frame.time,frame.len,frame.protocols,eth.src,eth.dst,ip.dst,ip.src,ip.flags,ip.ttl,ip.proto,ip.checksum,ip.tos,tcp.srcport,tcp.dstport,tcp.flags,tcp.window_size_value,tcp.window_size_scalefactor,tcp.checksum,tcp.options,tcp.pdu.size,udp.srcport,udp.dstport,label
"Jan 14, 2025 18:41:21.378196000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x20c0,,,,,,,,,,37206.0,53.0,Benign
"Jan 14, 2025 18:41:21.378226000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x20bf,,,,,,,,,,37206.0,53.0,Benign
"Jan 14, 2025 18:41:21.384555000 GMT",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x2a0a,,,,,,,,,,53.0,37206.0,Benign
"Jan 14, 2025 18:41:21.385830000 GMT",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x2a19,,,,,,,,,,53.0,37206.0,Benign
"Jan 14, 2025 18:41:21.385921000 GMT",98,eth:ethertype:ip:icmp:data,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.2.1,192.168.18.17,0x02,64,1,0xb85d,,,,,,,,,,,,Benign
"Jan 14, 2025 18:41:21.391511000 GMT",98,eth:ethertype:ip:icmp:data,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.2.1,0x00,61,1,0x148f,,,,,,,,,,,,Benign
"Jan 14, 2025 18:41:21.391612000 GMT",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x43f9,,,,,,,,,,51250.0,53.0,Benign
"Jan 14, 2025 18:41:21.402140000 GMT",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x29e4,,,,,,,,,,53.0,51250.0,Benign
"Jan 14, 2025 18:41:22.463821000 GMT",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xb2ec,,,,,,,,,,53236.0,53.0,Benign
"Jan 14, 2025 18:41:22.472650000 GMT",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x2846,,,,,,,,,,53.0,53236.0,Benign
"Jan 14, 2025 18:41:22.472759000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.3,192.168.18.17,0x02,64,17,0xe667,,,,,,,,,,43956.0,123.0,Benign
"Jan 14, 2025 18:41:22.478285000 GMT",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.3,0x02,61,17,0x2941,,,,,,,,,,123.0,43956.0,Benign
"Jan 14, 2025 18:42:20.343774000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x0174,,,,,,,,,,49761.0,53.0,Benign
"Jan 14, 2025 18:42:20.343807000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x0173,,,,,,,,,,49761.0,53.0,Benign
"Jan 14, 2025 18:42:20.352120000 GMT",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0xa6f1,,,,,,,,,,53.0,49761.0,Benign
"Jan 14, 2025 18:42:20.352144000 GMT",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0xa700,,,,,,,,,,53.0,49761.0,Benign
"Jan 14, 2025 18:42:20.352268000 GMT",98,eth:ethertype:ip:icmp:data,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.2.1,192.168.18.17,0x02,64,1,0x71c6,,,,,,,,,,,,Benign
"Jan 14, 2025 18:42:20.358794000 GMT",98,eth:ethertype:ip:icmp:data,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.2.1,0x00,61,1,0xce68,,,,,,,,,,,,Benign
"Jan 14, 2025 18:42:20.358892000 GMT",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x375e,,,,,,,,,,49966.0,53.0,Benign
"Jan 14, 2025 18:42:20.363655000 GMT",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0xa6d5,,,,,,,,,,53.0,49966.0,Benign
"Jan 14, 2025 18:42:22.483705000 GMT",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x0836,,,,,,,,,,55743.0,53.0,Benign
"Jan 14, 2025 18:42:22.491353000 GMT",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x9fb9,,,,,,,,,,53.0,55743.0,Benign
"Jan 14, 2025 18:42:22.491431000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.3,192.168.18.17,0x02,64,17,0xb108,,,,,,,,,,46462.0,123.0,Benign
"Jan 14, 2025 18:42:22.499363000 GMT",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.3,0x02,61,17,0x1bae,,,,,,,,,,123.0,46462.0,Benign
"Jan 14, 2025 18:43:20.493361000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x245b,,,,,,,,,,36420.0,53.0,Benign
"Jan 14, 2025 18:43:20.493390000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x245a,,,,,,,,,,36420.0,53.0,Benign
"Jan 14, 2025 18:43:20.500102000 GMT",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x8e5d,,,,,,,,,,53.0,36420.0,Benign
"Jan 14, 2025 18:43:20.500122000 GMT",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x8e6c,,,,,,,,,,53.0,36420.0,Benign
"Jan 14, 2025 18:43:20.500224000 GMT",98,eth:ethertype:ip:icmp:data,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.2.1,192.168.18.17,0x02,64,1,0x9f31,,,,,,,,,,,,Benign
"Jan 14, 2025 18:43:20.505353000 GMT",98,eth:ethertype:ip:icmp:data,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.2.1,0x00,61,1,0x2f68,,,,,,,,,,,,Benign
"Jan 14, 2025 18:43:20.505425000 GMT",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xaca0,,,,,,,,,,39276.0,53.0,Benign
"Jan 14, 2025 18:43:20.510822000 GMT",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x8e42,,,,,,,,,,53.0,39276.0,Benign
"Jan 14, 2025 18:43:22.504024000 GMT",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x62db,,,,,,,,,,51654.0,53.0,Benign
"Jan 14, 2025 18:43:22.510525000 GMT",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x8bdc,,,,,,,,,,53.0,51654.0,Benign
"Jan 14, 2025 18:43:22.510607000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.3,192.168.18.17,0x02,64,17,0x9ba9,,,,,,,,,,35674.0,123.0,Benign
"Jan 14, 2025 18:43:22.515920000 GMT",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.3,0x02,61,17,0x16ff,,,,,,,,,,123.0,35674.0,Benign
"Jan 14, 2025 18:44:21.008488000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xaa9d,,,,,,,,,,36844.0,53.0,Benign
"Jan 14, 2025 18:44:21.008510000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xaa9c,,,,,,,,,,36844.0,53.0,Benign
"Jan 14, 2025 18:44:21.014400000 GMT",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x1554,,,,,,,,,,53.0,36844.0,Benign
"Jan 14, 2025 18:44:21.014418000 GMT",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x1563,,,,,,,,,,53.0,36844.0,Benign
"Jan 14, 2025 18:44:21.014520000 GMT",98,eth:ethertype:ip:icmp:data,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.2.1,192.168.18.17,0x02,64,1,0x3df5,,,,,,,,,,,,Benign
"Jan 14, 2025 18:44:21.018932000 GMT",98,eth:ethertype:ip:icmp:data,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.2.1,0x00,61,1,0x29f6,,,,,,,,,,,,Benign
"Jan 14, 2025 18:44:21.019017000 GMT",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xd2e2,,,,,,,,,,56209.0,53.0,Benign
"Jan 14, 2025 18:44:21.023339000 GMT",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x1538,,,,,,,,,,53.0,56209.0,Benign
"Jan 14, 2025 18:44:22.521250000 GMT",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x0108,,,,,,,,,,54059.0,53.0,Benign
"Jan 14, 2025 18:44:22.528730000 GMT",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x103f,,,,,,,,,,53.0,54059.0,Benign
"Jan 14, 2025 18:44:22.528813000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.3,192.168.18.17,0x02,64,17,0x0a08,,,,,,,,,,58683.0,123.0,Benign
"Jan 14, 2025 18:44:22.533263000 GMT",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.3,0x02,61,17,0x5bb6,,,,,,,,,,123.0,58683.0,Benign
"Jan 14, 2025 18:45:20.699172000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x69c8,,,,,,,,,,54766.0,53.0,Benign
"Jan 14, 2025 18:45:20.699201000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x69c7,,,,,,,,,,54766.0,53.0,Benign
"Jan 14, 2025 18:45:20.705332000 GMT",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x79ca,,,,,,,,,,53.0,54766.0,Benign
"Jan 14, 2025 18:45:20.705351000 GMT",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x79d9,,,,,,,,,,53.0,54766.0,Benign
"Jan 14, 2025 18:45:20.705439000 GMT",98,eth:ethertype:ip:icmp:data,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.2.1,192.168.18.17,0x02,64,1,0xe2cf,,,,,,,,,,,,Benign
"Jan 14, 2025 18:45:20.710619000 GMT",98,eth:ethertype:ip:icmp:data,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.2.1,0x00,61,1,0x508c,,,,,,,,,,,,Benign
"Jan 14, 2025 18:45:20.710705000 GMT",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xe517,,,,,,,,,,47857.0,53.0,Benign
"Jan 14, 2025 18:45:20.715563000 GMT",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x79ae,,,,,,,,,,53.0,47857.0,Benign
"Jan 14, 2025 18:45:22.537699000 GMT",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xafb2,,,,,,,,,,35340.0,53.0,Benign
"Jan 14, 2025 18:45:22.543827000 GMT",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x7919,,,,,,,,,,53.0,35340.0,Benign
"Jan 14, 2025 18:45:22.543923000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.3,192.168.18.17,0x02,64,17,0xc4cb,,,,,,,,,,35139.0,123.0,Benign
"Jan 14, 2025 18:45:22.548629000 GMT",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.3,0x02,61,17,0xb0f1,,,,,,,,,,123.0,35139.0,Benign
"Jan 14, 2025 18:46:20.043310000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xc9cf,,,,,,,,,,54910.0,53.0,Benign
"Jan 14, 2025 18:46:20.043364000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xc9ce,,,,,,,,,,54910.0,53.0,Benign
"Jan 14, 2025 18:46:20.050650000 GMT",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x454e,,,,,,,,,,53.0,54910.0,Benign
"Jan 14, 2025 18:46:20.050671000 GMT",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x455d,,,,,,,,,,53.0,54910.0,Benign
"Jan 14, 2025 18:46:20.050763000 GMT",98,eth:ethertype:ip:icmp:data,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.2.1,192.168.18.17,0x02,64,1,0xb677,,,,,,,,,,,,Benign
"Jan 14, 2025 18:46:20.055370000 GMT",98,eth:ethertype:ip:icmp:data,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.2.1,0x00,61,1,0xd3da,,,,,,,,,,,,Benign
"Jan 14, 2025 18:46:20.055463000 GMT",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x998d,,,,,,,,,,35129.0,53.0,Benign
"Jan 14, 2025 18:46:20.061248000 GMT",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x4531,,,,,,,,,,53.0,35129.0,Benign
"Jan 14, 2025 18:46:22.554189000 GMT",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x6477,,,,,,,,,,34723.0,53.0,Benign
"Jan 14, 2025 18:46:22.563310000 GMT",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x3e6d,,,,,,,,,,53.0,34723.0,Benign
"Jan 14, 2025 18:46:22.563404000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.3,192.168.18.17,0x02,64,17,0xbaab,,,,,,,,,,38694.0,123.0,Benign
"Jan 14, 2025 18:46:22.569178000 GMT",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.3,0x02,61,17,0xa98d,,,,,,,,,,123.0,38694.0,Benign
"Jan 14, 2025 18:47:19.382083000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xfa66,,,,,,,,,,43488.0,53.0,Benign
"Jan 14, 2025 18:47:19.382126000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xfa65,,,,,,,,,,43488.0,53.0,Benign
"Jan 14, 2025 18:47:19.390145000 GMT",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x2b2d,,,,,,,,,,53.0,43488.0,Benign
"Jan 14, 2025 18:47:19.390177000 GMT",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x2b3c,,,,,,,,,,53.0,43488.0,Benign
"Jan 14, 2025 18:47:19.390326000 GMT",98,eth:ethertype:ip:icmp:data,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.2.1,192.168.18.17,0x02,64,1,0x115b,,,,,,,,,,,,Benign
"Jan 14, 2025 18:47:19.395569000 GMT",98,eth:ethertype:ip:icmp:data,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.2.1,0x00,61,1,0x50fa,,,,,,,,,,,,Benign
"Jan 14, 2025 18:47:19.395683000 GMT",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x605a,,,,,,,,,,47804.0,53.0,Benign
"Jan 14, 2025 18:47:19.401014000 GMT",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x2b0b,,,,,,,,,,53.0,47804.0,Benign
"Jan 14, 2025 18:47:22.573331000 GMT",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x8c34,,,,,,,,,,57542.0,53.0,Benign
"Jan 14, 2025 18:47:22.579517000 GMT",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x2aae,,,,,,,,,,53.0,57542.0,Benign
"Jan 14, 2025 18:47:22.579605000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.3,192.168.18.17,0x02,64,17,0x47d5,,,,,,,,,,59787.0,123.0,Benign
"Jan 14, 2025 18:47:22.584788000 GMT",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.3,0x02,61,17,0xcb1e,,,,,,,,,,123.0,59787.0,Benign
"Jan 14, 2025 18:48:18.166271000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xc182,,,,,,,,,,56820.0,53.0,Benign
"Jan 14, 2025 18:48:18.166296000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xc181,,,,,,,,,,56820.0,53.0,Benign
"Jan 14, 2025 18:48:18.172002000 GMT",92,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x123b,,,,,,,,,,53.0,56820.0,Benign
"Jan 14, 2025 18:48:18.172021000 GMT",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x124a,,,,,,,,,,53.0,56820.0,Benign
"Jan 14, 2025 18:48:18.172115000 GMT",98,eth:ethertype:ip:icmp:data,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.2.1,192.168.18.17,0x02,64,1,0x83c8,,,,,,,,,,,,Benign
"Jan 14, 2025 18:48:18.177028000 GMT",98,eth:ethertype:ip:icmp:data,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.2.1,0x00,61,1,0x062c,,,,,,,,,,,,Benign
"Jan 14, 2025 18:48:18.177116000 GMT",84,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xd17a,,,,,,,,,,50948.0,53.0,Benign
"Jan 14, 2025 18:48:18.182316000 GMT",114,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x121c,,,,,,,,,,53.0,50948.0,Benign
"Jan 14, 2025 18:48:22.589564000 GMT",67,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0x6f9e,,,,,,,,,,38919.0,53.0,Benign
"Jan 14, 2025 18:48:22.596754000 GMT",83,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.2,0x02,61,17,0x0ca2,,,,,,,,,,53.0,38919.0,Benign
"Jan 14, 2025 18:48:22.596861000 GMT",90,eth:ethertype:ip:udp:ntp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.3,192.168.18.17,0x02,64,17,0x42b3,,,,,,,,,,52173.0,123.0,Benign
"Jan 14, 2025 18:48:22.602441000 GMT",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.18.17,192.168.0.3,0x02,61,17,0xb361,,,,,,,,,,123.0,52173.0,Benign
"Jan 14, 2025 18:49:17.489696000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xba30,,,,,,,,,,36442.0,53.0,Benign
"Jan 14, 2025 18:49:17.489730000 GMT",76,eth:ethertype:ip:udp:dns,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.0.2,192.168.18.17,0x02,64,17,0xba2f,,,,,,,,,,36442.0,53.0,Benign
